Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Status Category
IPF02 - Verify If Customer Surname is enter Numbers,N2-20,10262,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:38 PM,06/Jan/23 4:53 PM,15/Mar/23 9:27 PM,,,0,NewCustomer,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""customer surname cannot be entered number""",,,,,0|i000ty:zz,,N2 Sprint 2,,,,,,,,Integration,"1) enter the number in the customer surname
2) click register",Fail,,,To Do
SC - verify details - after clicking on the product image the product image will enlarge,N2-19,10261,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 3:37 PM,13/Mar/23 11:34 PM,15/Mar/23 9:27 PM,,,0,details, after clicking on the product image the product image will enlarge,,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display:Enlarge product image,,,,,,,,,,,,,,system display:Enlarge product image,,,,,0|i000tt:,,N2 Sprint 3,,,,,,,,Integration,b1: click vào hình sản phẩm,Pass,,,To Do
IPF01 - Verify If not enter Customer Surname system displays an error.,N2-18,10260,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:36 PM,06/Jan/23 4:37 PM,15/Mar/23 9:27 PM,,,0,NewCustomer,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""The customer surname is required""",,,,,0|i000ty:zx,,N2 Sprint 2,,,,,,,,Integration,"1) don't enter Customer Surname
2) Click register",Fail,,,To Do
SC- verify detailed information - click on the product to display detailed information of each product,N2-17,10259,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 3:35 PM,13/Mar/23 11:34 PM,15/Mar/23 9:27 PM,,,0,details,click on the product to display detailed information of each product,,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display: Show product information,,,,,,,,,,,,,,system display: Show product information,,,,,0|i000ty:zv,,N2 Sprint 3,,,,,,,,Integration,b1: click sản phẩm ,Pass,,,To Do
SC - verify product catalog - click on the product categories to display full product information of each category,N2-16,10258,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 3:32 PM,13/Mar/23 11:35 PM,15/Mar/23 9:27 PM,,,0,productcatalog,click on the product categories to display full product information of each category,,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display: 'Show the products of the catalog',,,,,,,,,,,,,,system display: 'Show the products of the catalog',,,,,0|i000ty:zr,,N2 Sprint 3,,,,,,,,Integration,b1: đưa chuột vào các danh mục của danh mục sản phẩm,Pass,,,To Do
SC - Verify logo - After clicking on the logo will return to the homepage,N2-14,10256,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 3:27 PM,13/Mar/23 11:33 PM,15/Mar/23 9:27 PM,,,0,logo,after clicking on the logo will return to the homepage,,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display: 'back to home page',,,,,,,,,,,,,,system display: 'back to home page',,,,,0|i000ty:zi,,N2 Sprint 3,,,,,,,,Integration,"b1 : click logo
",Pass,,,To Do
SC - Verify change password - After clicking change password to change password page,N2-13,10255,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 3:25 PM,13/Mar/23 11:32 PM,15/Mar/23 9:27 PM,,,0,ChangePassword,after clicking change password to change password page,,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,,,,,,,,,,,BAN-7,Change Password,,,system display : 'change Password',,,,,0|i000ty:z,,N2 Sprint 3,,,,,,,,Integration,,Skip,,,To Do
"SC - Verify forgot password - If you enter the wrong email, the email message is invalid",N2-12,10254,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 3:21 PM,13/Mar/23 11:32 PM,15/Mar/23 9:27 PM,,,0,forgotpassword," if you enter the wrong email, the email message is invalid

data test:

email: ngocduong123nhoxxnhoxx@gmail.",,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display:'rerun the page',,,,,,,,,,,,,,system display: 'invalid email',,,,,0|i000ty:y,,N2 Sprint 3,,,,,,,,Integration,"b1: enter email.com
b2:enter gửi",Fail,,,To Do
SC - Verify forgot password - If you click email in the email box the password will be sent to your email,N2-11,10253,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 3:09 PM,13/Mar/23 11:32 PM,15/Mar/23 9:27 PM,,,0,forgotpassword," if you click email in the email box the password will be sent to your email

data test:

[email:ngocduong123nhox@gmail.com|mailto:email:ngocduong123nhox@gmail.com]",,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display: 'send password to email',,,,,,,,,,,,,,system display: 'send password to email',,,,,0|i000ty:x,,N2 Sprint 3,,,,,,,,Integration,"b1: emter email
b2: enter gửi",Pass,,,To Do
SC-  Verify login - If you enter all the information after clicking log in to the information page or home page,N2-10,10252,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 3:05 PM,13/Mar/23 11:32 PM,15/Mar/23 9:27 PM,,,0,Login,"if you enter all the information after clicking log in to the information page or home page

testdata:

[email:ngocduong123nhox@gmail.com|mailto:email:ngocduong123nhox@gmail.com]

mk:123456",,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display: 'back to home page',,,,,,,,,,,,,,system display: 'back to home page',,,,,0|i000ty:v,,N2 Sprint 3,,,,,,,,Integration,"b1: enter email 
b2 : enter mật khẩu
b3: enter đăng nhập",Pass,,,To Do
"SC - Verify login - If you re-enter the password incorrectly, the message is incorrect",N2-9,10251,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 3:01 PM,13/Mar/23 11:32 PM,15/Mar/23 9:27 PM,,,0,Login," If you re-enter the password incorrectly, the message is incorrect

data test:



[emai:ngocduong123nhox@gmail.com|mailto:emai:ngocduong123nhox@gmail.com]

mk:12345",,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display : 'Invalid login information. ',,,,,,,,,,,,,,system display:'Incorrect account or password',,,,,0|i000ty:r,,N2 Sprint 3,,,,,,,,Integration,"b1: enter email 
b2 : enter mật khẩu
b3: enter đăng nhập",Pass,,,To Do
SM - Verify New Account - If re-entering password is not the same as re-entering incorrect password message,N2-7,10249,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 2:54 PM,13/Mar/23 11:29 PM,15/Mar/23 9:27 PM,,,0,NewAccount," If re-entering password is not the same as re-entering password message

data test:

họ: tran

tên:duong

[emai:ngocduong123nhox@gmail.com|mailto:emai:ngocduong123nhox@gmail.com]

mk:123456

nlmk:",,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display:'Re-entered password is incorrect',,,,,,,,,,BAN-9,New Account,,,system display:'Re-entered password is incorrect',,,,,0|i000ty:i,,N2 Sprint 3,,,,,,,,Integration,"b1:enter their trust
b2:enter trust name
B3:Fill in your email
b4: Fill in the password
b5:Re-enter password
b6:  đăng ký",Pass,,,To Do
SM - Verify new account - If email already used shows message,N2-6,10248,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 2:48 PM,13/Mar/23 11:29 PM,15/Mar/23 9:27 PM,,,0,NewAccount,"SM - verify new account if email already used shows message

data test:

họ: tran

tên:nam

[emai:|mailto:emai:ngocduong123nhox@gmail.com] ngocduong123nhox@gmail.com

mk:654321",,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,systemplay: redo the page,,,,,,,,,,BAN-9,New Account,,,system display:'email has been used',,,,,0|i000ty:,,N2 Sprint 3,,,,,,,,Integration,"b1:enter their trust
b2:enter trust name
B3:emter email
b4: Fill in the password
b5:Re-enter password
b6:  đăng ký",Fail,,,To Do
"SM - Verify new account - If you leave the registration information blank, the system will notify you that it is not working",N2-5,10247,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 2:43 PM,13/Mar/23 11:28 PM,15/Mar/23 9:27 PM,,,0,NewAccount,"if you leave the registration information blank, the system will notify you that it is not working

data test:

họ: tran

tên:duong

[emai:|mailto:emai:ngocduong123nhox@gmail.com]

mk:123456",,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,systemplay: redo the page,,,,,,,,,,BAN-9,New Account,,,system play: 'information cannot be left blank',,,,,0|i000tx:,,N2 Sprint 3,,,,,,,,Integration,"b1:enter their trust
b2:enter trust name
B3:leave email blank
b4: Fill in the password
b5:Re-enter password
b6:  đăng ký",Fail,,,To Do
"SM - Verify new account - After entering all the information on the registration page, click register to display your account information",N2-3,10245,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 2:10 PM,13/Mar/23 11:28 PM,15/Mar/23 9:27 PM,,,0,NewAccount,"After entering all the information on the registration page, click register to display your account information

data test:

họ: tran

tên:duong

[emai:ngocduong123nhox@gmail.com|mailto:emai:ngocduong123nhox@gmail.com]

mk:123456

nlmk:123456",,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display: show information page,,,,,,,,,,BAN-9,New Account,,,system display: show information page,,,,,0|i000tv:,,N2 Sprint 3,,,,,,,,Integration,"b1:enter their trust
b2:enter trust name
B3:Fill in your email
b4: Fill in the password
b5:Re-enter password
b6:  đăng ký",Pass,,,To Do
alo,N2-1,10243,Task,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,30/Dec/22 4:35 PM,30/Dec/22 4:35 PM,30/Dec/22 4:36 PM,,,0,,,,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000tz:,,,,,,,,,,,,,,,To Do
